,index,count,d_cap,d_tract,distance,end station latitude,end station longitude,o_cap,o_tract,start station latitude,start station longitude,tripduration,o_pop,d_pop,o_housing,d_housing,tract_x,o_sq_foot,tract_y,d_sq_foot,tract,diffs_out,start,end,weighted,total_out,total_in,o_hub,d_hub,od_hub,SX,SY,EX,EY
3354,3354,458,132.0,003601,,40.72217423,-73.990293175,126.0,006000,40.734822295,-73.976916765,851.431046725,5286,3299,2459,1613,006000,27468182.8943,003601,29191583.8104,003601,513053337.0,006000,003601,59544.8674614,80462,81703,hub,hub,non_hub,586387.478737,4509823.83141,585274.124459,4508406.73315
3355,3355,2584,264.0,003601,,40.72217423,-73.990293175,282.0,006100,40.73385254,-73.992357065,692.289695539,4913,3299,2683,1613,006100,91682014.33,003601,29191583.8104,003601,513053337.0,006100,003601,59544.8674614,245510,81703,hub,hub,non_hub,585084.940162,4509701.10308,585274.124459,4508406.73315
3356,3356,175,66.0,003601,,40.72217423,-73.990293175,60.0,006200,40.7381765,-73.97738662,855.951802508,4680,3299,1401,1613,006200,231817485.533,003601,29191583.8104,003601,513053337.0,006200,003601,59544.8674614,33218,81703,hub,hub,non_hub,586343.467107,4510195.70961,585274.124459,4508406.73315
3357,3357,817,198.0,003601,,40.72217423,-73.990293175,198.0,006300,40.7346940933,-73.99785666,819.729734179,6076,3299,4277,1613,006300,85447631.8451,003601,29191583.8104,003601,513053337.0,006300,003601,59544.8674614,120233,81703,hub,hub,non_hub,584619.48321,4509789.20591,585274.124459,4508406.73315
3358,3358,890,66.0,003601,,40.72217423,-73.990293175,78.0,006400,40.73587678,-73.98205027,661.904440595,7518,3299,5058,1613,006400,95664936.1545,003601,29191583.8104,003601,513053337.0,006400,003601,59544.8674614,47750,81703,hub,hub,non_hub,585952.649806,4509935.84788,585274.124459,4508406.73315
3359,3359,2061,198.0,003601,,40.72217423,-73.990293175,212.0,006500,40.7306296367,-73.9991423,613.615433809,6517,3299,3568,1613,006500,59290910.3694,003601,29191583.8104,003601,513053337.0,006500,003601,59544.8674614,125356,81703,hub,hub,non_hub,584516.067395,4509336.78488,585274.124459,4508406.73315
3360,3360,834,132.0,003601,,40.72217423,-73.990293175,164.0,006600,40.739285505,-73.97827188,798.998719158,11780,3299,6818,1613,006600,84730469.4548,003601,29191583.8104,003601,513053337.0,006600,003601,59544.8674614,74621,81703,hub,hub,non_hub,586267.286922,4510317.94668,585274.124459,4508406.73315
3361,3361,1055,66.0,003601,,40.72217423,-73.990293175,78.0,006700,40.73038599,-74.00214988,638.214462402,4984,3299,3796,1613,006700,47238039.9972,003601,29191583.8104,003601,513053337.0,006700,003601,59544.8674614,70025,81703,hub,hub,non_hub,584262.399901,4509306.84766,585274.124459,4508406.73315
3362,3362,341,66.0,003601,,40.72217423,-73.990293175,78.0,006800,40.74025878,-73.98409214,816.781809284,6735,3299,4494,1613,006800,130298431.446,003601,29191583.8104,003601,513053337.0,006800,003601,59544.8674614,58926,81703,hub,hub,non_hub,585774.608423,4510420.28363,585274.124459,4508406.73315
3363,3363,829,132.0,003601,,40.72217423,-73.990293175,134.0,006900,40.732319905,-74.0069291,853.94788351,2687,3299,1484,1613,006900,61292499.9331,003601,29191583.8104,003601,513053337.0,006900,003601,59544.8674614,130727,81703,hub,hub,non_hub,583856.38945,4509516.94969,585274.124459,4508406.73315
3364,3364,1300,198.0,003601,,40.72217423,-73.990293175,254.0,007000,40.7425224521,-73.9756281712,954.650374486,8302,3299,5669,1613,007000,78634704.8451,003601,29191583.8104,003601,513053337.0,007000,003601,59544.8674614,145227,81703,hub,hub,non_hub,586486.312863,4510679.87237,585274.124459,4508406.73315
3365,3365,755,132.0,003601,,40.72217423,-73.990293175,142.0,007100,40.736526545,-74.000108805,845.579850056,5633,3299,3844,1613,007100,68447429.2743,003601,29191583.8104,003601,513053337.0,007100,003601,59544.8674614,79459,81703,hub,hub,non_hub,584426.995774,4509990.4524,585274.124459,4508406.73315
3366,3366,837,198.0,003601,,40.72217423,-73.990293175,252.0,007200,40.7447014833,-73.98154809,1005.7770605,7734,3299,5222,1613,007200,132092861.454,003601,29191583.8104,003601,513053337.0,007200,003601,59544.8674614,157612,81703,hub,hub,non_hub,585983.687715,4510915.94446,585274.124459,4508406.73315
3367,3367,842,132.0,003601,,40.72217423,-73.990293175,118.0,007300,40.734682705,-74.00388484,820.597875501,5615,3299,4547,1613,007300,48716185.79,003601,29191583.8104,003601,513053337.0,007300,003601,59544.8674614,92567,81703,hub,hub,non_hub,584110.479319,4509782.14883,585274.124459,4508406.73315
3368,3368,241,132.0,003601,,40.72217423,-73.990293175,172.0,007400,40.746413585,-73.98586892,1110.75772748,4179,3299,2700,1613,007400,170614202.951,003601,29191583.8104,003601,513053337.0,007400,003601,59544.8674614,81121,81703,hub,hub,non_hub,585616.696258,4511101.7763,585274.124459,4508406.73315
3369,3369,415,132.0,003601,,40.72217423,-73.990293175,138.0,007600,40.74737476,-73.988320695,1171.05650872,2203,3299,1573,1613,007600,242014413.464,003601,29191583.8104,003601,513053337.0,007600,003601,59544.8674614,97464,81703,hub,hub,non_hub,585408.475283,4511206.08492,585274.124459,4508406.73315
3370,3370,381,66.0,003601,,40.72217423,-73.990293175,86.0,007700,40.7390169121,-74.0026376103,986.370904117,5404,3299,4254,1613,007700,59306273.1509,003601,29191583.8104,003601,513053337.0,007700,003601,59544.8674614,79025,81703,hub,hub,non_hub,584210.329106,4510264.47156,585274.124459,4508406.73315
3371,3371,441,66.0,003601,,40.72217423,-73.990293175,78.0,007800,40.74780373,-73.9734419,1066.01376279,7380,3299,5372,1613,007800,112124597.728,003601,29191583.8104,003601,513053337.0,007800,003601,59544.8674614,59601,81703,hub,hub,non_hub,586664.043115,4511268.28888,585274.124459,4508406.73315
3372,3372,957,330.0,003601,,40.72217423,-73.990293175,348.0,007900,40.738916514,-74.007286026,1088.49116978,4406,3299,2904,1613,007900,86937368.5918,003601,29191583.8104,003601,513053337.0,007900,003601,59544.8674614,171846,81703,hub,hub,non_hub,583817.969395,4510248.87788,585274.124459,4508406.73315
3373,3373,347,132.0,003601,,40.72217423,-73.990293175,142.0,008000,40.7485693,-73.97717991,1124.40526571,4946,3299,3730,1613,008000,197763821.532,003601,29191583.8104,003601,513053337.0,008000,003601,59544.8674614,74808,81703,hub,hub,non_hub,586347.477591,4511349.58844,585274.124459,4508406.73315
3374,3374,272,66.0,003601,,40.72217423,-73.990293175,78.0,008100,40.73935542,-73.99931783,982.067114094,8675,3299,5315,1613,008100,91100400.6907,003601,29191583.8104,003601,513053337.0,008100,003601,59544.8674614,53195,81703,hub,hub,non_hub,584490.204148,4510305.23824,585274.124459,4508406.73315
3375,3375,668,198.0,003601,,40.72217423,-73.990293175,350.0,008200,40.7519615197,-73.9794014871,1307.39517057,3442,3299,2534,1613,008200,262405408.076,003601,29191583.8104,003601,513053337.0,008200,003601,59544.8674614,228612,81703,hub,hub,non_hub,586155.547939,4511723.96632,585274.124459,4508406.73315
3376,3376,792,264.0,003601,,40.72217423,-73.990293175,238.0,008300,40.742591315,-74.004102785,1108.9610114,4211,3299,2321,1613,008300,119862327.354,003601,29191583.8104,003601,513053337.0,008300,003601,59544.8674614,186113,81703,hub,hub,non_hub,584082.11654,4510659.85081,585274.124459,4508406.73315
3377,3377,79,66.0,003601,,40.72217423,-73.990293175,76.0,008400,40.75038009,-73.98338988,1204.20340909,1726,3299,1041,1613,008400,147824461.739,003601,29191583.8104,003601,513053337.0,008400,003601,59544.8674614,34199,81703,hub,hub,non_hub,585820.889203,4511544.50828,585274.124459,4508406.73315
3378,3378,84,66.0,003601,,40.72217423,-73.990293175,86.0,008601,40.744219,-73.97121214,1290.83235294,2551,3299,1528,1613,008601,31141773.9073,003601,29191583.8104,003601,513053337.0,008601,003601,59544.8674614,31961,81703,hub,hub,non_hub,586856.951039,4510872.56191,585274.124459,4508406.73315
3379,3379,619,132.0,003601,,40.72217423,-73.990293175,156.0,008700,40.74206378,-73.995708955,1020.06030242,6671,3299,4249,1613,008700,85660216.7821,003601,29191583.8104,003601,513053337.0,008700,003601,59544.8674614,152953,81703,hub,hub,non_hub,584791.475936,4510609.36503,585274.124459,4508406.73315
3380,3380,345,132.0,003601,,40.72217423,-73.990293175,156.0,008800,40.75012189,-73.970133575,1149.89688756,6964,3299,5507,1613,008800,216532475.876,003601,29191583.8104,003601,513053337.0,008800,003601,59544.8674614,43247,81703,hub,hub,non_hub,586940.323322,4511528.89362,585274.124459,4508406.73315
3381,3381,700,198.0,003601,,40.72217423,-73.990293175,240.0,008900,40.74529008,-74.0021768567,1166.48964558,5560,3299,3511,1613,008900,54419260.2723,003601,29191583.8104,003601,513053337.0,008900,003601,59544.8674614,158638,81703,hub,hub,non_hub,584241.316685,4510961.27944,585274.124459,4508406.73315
3382,3382,333,198.0,003601,,40.72217423,-73.990293175,220.0,009000,40.75261798,-73.9703317533,1285.13747164,7026,3299,5832,1613,009000,208846060.851,003601,29191583.8104,003601,513053337.0,009000,003601,59544.8674614,74531,81703,hub,hub,non_hub,586920.342162,4511805.78171,585274.124459,4508406.73315
3383,3383,242,66.0,003601,,40.72217423,-73.990293175,78.0,009100,40.74487634,-73.99529885,1076.8719697,6415,3299,4386,1613,009100,127325659.041,003601,29191583.8104,003601,513053337.0,009100,003601,59544.8674614,63878,81703,hub,hub,non_hub,584822.527687,4510921.97538,585274.124459,4508406.73315
3384,3384,228,132.0,003601,,40.72217423,-73.990293175,220.0,009200,40.7548518863,-73.9734329075,1309.60394599,1754,3299,1461,1613,009200,408192557.246,003601,29191583.8104,003601,513053337.0,009200,003601,59544.8674614,72226,81703,hub,hub,non_hub,586655.650548,4512050.69496,585274.124459,4508406.73315
3385,3385,146,66.0,003601,,40.72217423,-73.990293175,78.0,009300,40.74475148,-73.99915362,1154.98756932,9705,3299,5585,1613,009300,68528055.2433,003601,29191583.8104,003601,513053337.0,009300,003601,59544.8674614,52202,81703,hub,hub,non_hub,584497.239363,4510904.39701,585274.124459,4508406.73315
3386,3386,97,66.0,003601,,40.72217423,-73.990293175,62.0,009400,40.75320159,-73.9779874,1389.64708405,29,3299,16,1613,009400,299218147.811,003601,29191583.8104,003601,513053337.0,009400,003601,59544.8674614,82147,81703,hub,hub,non_hub,586273.319314,4511863.01244,585274.124459,4508406.73315
3387,3387,176,66.0,003601,,40.72217423,-73.990293175,102.0,009500,40.746647,-73.993915,1129.49853887,3425,3299,1416,1613,009500,129660033.725,003601,29191583.8104,003601,513053337.0,009500,003601,59544.8674614,57488,81703,hub,hub,non_hub,584937.108907,4511119.86954,585274.124459,4508406.73315
3388,3388,154,198.0,003601,,40.72217423,-73.990293175,280.0,009600,40.7560506873,-73.9803733359,1298.32598162,153,3299,268,1613,009600,270304841.585,003601,29191583.8104,003601,513053337.0,009600,003601,59544.8674614,71527,81703,hub,hub,non_hub,586068.232387,4512176.94044,585274.124459,4508406.73315
3389,3389,399,198.0,003601,,40.72217423,-73.990293175,198.0,009700,40.7493616033,-73.9991321067,1285.62603503,4744,3299,2827,1613,009700,83018263.1602,003601,29191583.8104,003601,513053337.0,009700,003601,59544.8674614,118804,81703,hub,hub,non_hub,584493.220017,4511416.17434,585274.124459,4508406.73315
3390,3390,402,132.0,003601,,40.72217423,-73.990293175,140.0,009800,40.755285655,-73.96667288,1309.27851351,7105,3299,5244,1613,009800,115943808.909,003601,29191583.8104,003601,513053337.0,009800,003601,59544.8674614,40039,81703,hub,hub,non_hub,587225.727282,4512105.54383,585274.124459,4508406.73315
3391,3391,970,330.0,003601,,40.72217423,-73.990293175,370.0,009900,40.7520807866,-74.0031899092,1292.83794197,3617,3299,2438,1613,009900,404439511.776,003601,29191583.8104,003601,513053337.0,009900,003601,59544.8674614,208076,81703,hub,hub,non_hub,584147.226991,4511714.12465,585274.124459,4508406.73315
3392,3392,208,198.0,003601,,40.72217423,-73.990293175,242.0,010000,40.7583696933,-73.9710287767,1362.80363233,1829,3299,1399,1613,010000,366457143.613,003601,29191583.8104,003601,513053337.0,010000,003601,59544.8674614,72085,81703,hub,hub,non_hub,586854.014885,4512443.57459,585274.124459,4508406.73315
3393,3393,579,198.0,003601,,40.72217423,-73.990293175,254.0,010100,40.74945622,-73.9903382667,1278.64879451,1119,3299,828,1613,010100,246168211.101,003601,29191583.8104,003601,513053337.0,010100,003601,59544.8674614,183377,81703,hub,hub,non_hub,585235.486219,4511435.18064,585274.124459,4508406.73315
3394,3394,126,132.0,003601,,40.72217423,-73.990293175,162.0,010200,40.7606694,-73.973473555,1626.96175671,313,3299,268,1613,010200,333450202.294,003601,29191583.8104,003601,513053337.0,010200,003601,59544.8674614,46675,81703,hub,hub,non_hub,586644.664817,4512696.44233,585274.124459,4508406.73315
3395,3395,470,132.0,003601,,40.72217423,-73.990293175,196.0,010300,40.751000495,-73.994372255,1265.56554163,1859,3299,1351,1613,010300,141506056.87,003601,29191583.8104,003601,513053337.0,010300,003601,59544.8674614,221593,81703,hub,hub,non_hub,584892.968075,4511602.69644,585274.124459,4508406.73315
3396,3396,127,132.0,003601,,40.72217423,-73.990293175,150.0,010400,40.761664375,-73.976854975,1540.01562264,1031,3299,1033,1613,010400,363981333.295,003601,29191583.8104,003601,513053337.0,010400,003601,59544.8674614,65073,81703,hub,hub,non_hub,586357.961325,4512803.55852,585274.124459,4508406.73315
3397,3397,102,66.0,003601,,40.72217423,-73.990293175,66.0,010602,40.75849116,-73.95920622,1471.85691762,4794,3299,2963,1613,010602,67980898.3739,003601,29191583.8104,003601,513053337.0,010602,003601,59544.8674614,22153,81703,hub,hub,non_hub,587851.796682,4512468.82754,585274.124459,4508406.73315
3398,3398,522,198.0,003601,,40.72217423,-73.990293175,234.0,010800,40.7591736033,-73.96613818,1415.05960601,8531,3299,6272,1613,010800,189351523.799,003601,29191583.8104,003601,513053337.0,010800,003601,59544.8674614,79198,81703,hub,hub,non_hub,587265.778542,4512537.66689,585274.124459,4508406.73315
3399,3399,188,132.0,003601,,40.72217423,-73.990293175,228.0,010900,40.751351715,-73.987594755,1295.30814923,182,3299,92,1613,010900,228173063.011,003601,29191583.8104,003601,513053337.0,010900,003601,59544.8674614,60092,81703,hub,hub,non_hub,585464.669441,4511648.26242,585274.124459,4508406.73315
3400,3400,118,66.0,003601,,40.72217423,-73.990293175,118.0,011201,40.7643971,-73.97371465,1591.99458589,827,3299,964,1613,011201,118515444.187,003601,29191583.8104,003601,513053337.0,011201,003601,59544.8674614,41525,81703,hub,hub,non_hub,586619.474659,4513110.00718,585274.124459,4508406.73315
3401,3401,171,66.0,003601,,40.72217423,-73.990293175,66.0,011203,40.76095756,-73.96724467,1477.47154583,1176,3299,1160,1613,011203,143782379.009,003601,29191583.8104,003601,513053337.0,011203,003601,59544.8674614,48033,81703,hub,hub,non_hub,587170.050102,4512734.59972,585274.124459,4508406.73315
3402,3402,614,264.0,003601,,40.72217423,-73.990293175,396.0,011300,40.7548008425,-73.9888010575,1429.9024142,204,3299,107,1613,011300,357940519.061,003601,29191583.8104,003601,513053337.0,011300,003601,59544.8674614,236650,81703,hub,hub,non_hub,585358.423228,4512029.96675,585274.124459,4508406.73315
3403,3403,266,132.0,003601,,40.72217423,-73.990293175,164.0,011500,40.75701407,-73.992353645,1512.72832973,2487,3299,1678,1613,011500,130958459.747,003601,29191583.8104,003601,513053337.0,011500,003601,59544.8674614,103294,81703,hub,hub,non_hub,585055.712647,4512272.20178,585274.124459,4508406.73315
3404,3404,136,132.0,003601,,40.72217423,-73.990293175,168.0,011700,40.76058799,-74.00080945,1686.74182428,2938,3299,2304,1613,011700,91270705.1484,003601,29191583.8104,003601,513053337.0,011700,003601,59544.8674614,73016,81703,hub,hub,non_hub,584337.427395,4512660.77158,585274.124459,4508406.73315
3405,3405,61,66.0,003601,,40.72217423,-73.990293175,68.0,011900,40.7568001,-73.98291153,1470.09121622,1079,3299,1121,1613,011900,395254501.74,003601,29191583.8104,003601,513053337.0,011900,003601,59544.8674614,39976,81703,hub,hub,non_hub,585853.012005,4512257.64444,585274.124459,4508406.73315
3406,3406,365,198.0,003601,,40.72217423,-73.990293175,218.0,012100,40.7598593767,-73.9914900133,1616.38408029,8366,3299,5744,1613,012100,101223732.045,003601,29191583.8104,003601,513053337.0,012100,003601,59544.8674614,132767,81703,hub,hub,non_hub,585124.983126,4512588.88932,585274.124459,4508406.73315
3407,3407,66,66.0,003601,,40.72217423,-73.990293175,102.0,012500,40.76064679,-73.98442659,1678.58915441,2439,3299,2096,1613,012500,322911522.418,003601,29191583.8104,003601,513053337.0,012500,003601,59544.8674614,45486,81703,hub,hub,non_hub,585720.180916,4512683.17447,585274.124459,4508406.73315
3408,3408,171,132.0,003601,,40.72217423,-73.990293175,168.0,012700,40.762485435,-73.990447135,1423.68531916,6437,3299,4434,1613,012700,104637996.687,003601,29191583.8104,003601,513053337.0,012700,003601,59544.8674614,83393,81703,hub,hub,non_hub,585209.656415,4512881.41361,585274.124459,4508406.73315
3409,3409,75,66.0,003601,,40.72217423,-73.990293175,48.0,012900,40.76341379,-73.99667444,1808.42877907,5312,3299,3621,1613,012900,158698340.053,003601,29191583.8104,003601,513053337.0,012900,003601,59544.8674614,28661,81703,hub,hub,non_hub,584682.864463,4512978.43901,585274.124459,4508406.73315
3410,3410,151,198.0,003601,,40.72217423,-73.990293175,320.0,013100,40.7621295133,-73.98215453,1569.02690537,2489,3299,2283,1613,013100,405023451.28,003601,29191583.8104,003601,513053337.0,013100,003601,59544.8674614,107228,81703,hub,hub,non_hub,585910.04945,4512849.98999,585274.124459,4508406.73315
3411,3411,186,198.0,003601,,40.72217423,-73.990293175,202.0,013300,40.7647250567,-73.9866537633,1619.33478378,5363,3299,3909,1613,013300,79847412.2593,003601,29191583.8104,003601,513053337.0,013300,003601,59544.8674614,89810,81703,hub,hub,non_hub,585526.963405,4513133.71926,585274.124459,4508406.73315
3412,3412,141,132.0,003601,,40.72217423,-73.990293175,130.0,013500,40.766984435,-73.99227308,1394.45743007,6075,3299,3935,1613,013500,198199142.958,003601,29191583.8104,003601,513053337.0,013500,003601,59544.8674614,64723,81703,hub,hub,non_hub,585049.80204,4513379.06475,585274.124459,4508406.73315
3413,3413,233,132.0,003601,,40.72217423,-73.990293175,196.0,013700,40.766109285,-73.981808355,1566.51730554,6557,3299,5442,1613,013700,314878324.419,003601,29191583.8104,003601,513053337.0,013700,003601,59544.8674614,91142,81703,hub,hub,non_hub,585934.141665,4513292.1137,585274.124459,4508406.73315
3414,3414,29,66.0,003601,,40.72217423,-73.990293175,54.0,013900,40.768254,-73.988639,1494.83173077,7607,3299,7359,1613,013900,139918084.587,003601,29191583.8104,003601,513053337.0,013900,003601,59544.8674614,26390,81703,hub,hub,non_hub,585354.890073,4513523.52534,585274.124459,4508406.73315
3415,3415,102,66.0,003601,,40.72217423,-73.990293175,98.0,014300,40.76590936,-73.97634151,1659.6099537,3,3299,0,1613,014300,50027992.3322,003601,29191583.8104,003601,513053337.0,014300,003601,59544.8674614,21051,81703,hub,hub,non_hub,586395.803012,4513275.28949,585274.124459,4508406.73315
3416,3416,233,66.0,003601,,40.72217423,-73.990293175,72.0,014500,40.76915505,-73.98191841,1870.61400531,5811,3299,3462,1613,014500,253397343.373,003601,29191583.8104,003601,513053337.0,014500,003601,59544.8674614,68350,81703,hub,hub,non_hub,585920.929601,4513630.10902,585274.124459,4508406.73315
3417,3417,98,66.0,003601,,40.72217423,-73.990293175,110.0,014700,40.770513,-73.988038,1484.01470588,2586,3299,1743,1613,014700,70871746.8417,003601,29191583.8104,003601,513053337.0,014700,003601,59544.8674614,35099,81703,hub,hub,non_hub,585402.720353,4513774.87644,585274.124459,4508406.73315
3418,3418,18,66.0,003601,,40.72217423,-73.990293175,72.0,015100,40.771522,-73.990541,2193.725,8105,3299,4856,1613,015100,164953931.102,003601,29191583.8104,003601,513053337.0,015100,003601,59544.8674614,17578,81703,hub,hub,non_hub,585190.192062,4513884.4495,585274.124459,4508406.73315
3419,3419,308,132.0,003601,,40.72217423,-73.990293175,140.0,031703,40.71644312,-74.014902115,1351.46241338,8670,3299,4231,1613,031703,332361109.355,003601,29191583.8104,003601,513053337.0,031703,003601,59544.8674614,136082,81703,hub,hub,non_hub,583202.897614,4507746.93647,585274.124459,4508406.73315
3420,3420,274,198.0,003601,,40.72217423,-73.990293175,196.0,031704,40.7085171733,-74.0165557667,1453.10927848,6610,3299,3790,1613,031704,160823714.408,003601,29191583.8104,003601,513053337.0,031704,003601,59544.8674614,105244,81703,hub,hub,non_hub,583073.076824,4506865.54027,585274.124459,4508406.73315
3421,3421,2003,198.0,003601,,40.72217423,-73.990293175,170.0,000600,40.7128987867,-73.9898646367,529.831478417,11558,3299,4083,1613,000600,59149181.7526,003601,29191583.8104,003601,513053337.0,000600,003601,59544.8674614,70053,81703,hub,hub,non_hub,585322.159723,4507377.5136,585274.124459,4508406.73315
3422,3422,593,186.0,003602,,40.724852985,-73.989265345,108.0,000202,40.71318002,-73.9818904933,856.485876997,8012,2918,3598,1586,000202,37878157.9781,003602,24941258.1161,,0.0,000202,003602,49284.6416015,56352,83137,hub,hub,non_hub,585995.353038,4507416.50937,585357.507872,4508705.09166
3423,3423,1534,434.0,003602,,40.724852985,-73.989265345,516.0,000700,40.70581148,-74.0081572071,1157.47489822,7722,2918,5201,1586,000700,476954959.734,003602,24941258.1161,,0.0,000700,003602,49284.6416015,160040,83137,hub,hub,non_hub,583785.918305,4506573.16797,585357.507872,4508705.09166
3424,3424,522,124.0,003602,,40.724852985,-73.989265345,94.0,000800,40.712414475,-73.993471545,664.611087365,10365,2918,4150,1586,000800,46479755.076,003602,24941258.1161,,0.0,000800,003602,49284.6416015,34254,83137,hub,hub,non_hub,585018.109713,4507320.25418,585357.507872,4508705.09166
3425,3425,329,186.0,003602,,40.724852985,-73.989265345,194.0,000900,40.7024745833,-74.01224785,1358.50224507,1140,2918,939,1586,000900,404341803.896,003602,24941258.1161,,0.0,000900,003602,49284.6416015,46446,83137,hub,hub,non_hub,583444.520998,4506198.85784,585357.507872,4508705.09166
3426,3426,262,62.0,003602,,40.724852985,-73.989265345,38.0,001002,40.71782143,-73.97628939,845.44073305,6439,2918,2346,1586,001002,22763374.2099,003602,24941258.1161,,0.0,001002,003602,49284.6416015,15916,83137,hub,hub,non_hub,586462.45635,4507937.23607,585357.507872,4508705.09166
3427,3427,735,124.0,003602,,40.724852985,-73.989265345,92.0,001200,40.717364275,-73.982955325,556.210917452,3547,2918,1857,1586,001200,23518220.7411,003602,24941258.1161,,0.0,001200,003602,49284.6416015,36493,83137,hub,hub,non_hub,585900.031125,4507879.94738,585357.507872,4508705.09166
3428,3428,89,62.0,003602,,40.724852985,-73.989265345,72.0,001300,40.70463334,-74.01361706,1406.77117347,3776,2918,3028,1586,001300,286606455.687,003602,24941258.1161,,0.0,001300,003602,49284.6416015,27671,83137,hub,hub,non_hub,583326.158808,4506437.19368,585357.507872,4508705.09166
3429,3429,357,62.0,003602,,40.724852985,-73.989265345,56.0,001401,40.71559509,-73.9870295,597.624857093,3289,2918,1708,1586,001401,20168722.3199,003602,24941258.1161,,0.0,001401,003602,49284.6416015,26885,83137,hub,hub,non_hub,585558.18429,4507679.57909,585357.507872,4508705.09166
3430,3430,181,124.0,003602,,40.724852985,-73.989265345,134.0,001501,40.70966832,-74.003597135,1002.73961678,5581,2918,3450,1586,001501,172466366.322,003602,24941258.1161,,0.0,001501,003602,49284.6416015,27425,83137,hub,hub,non_hub,584166.279828,4507005.66129,585357.507872,4508705.09166
3431,3431,611,186.0,003602,,40.724852985,-73.989265345,246.0,001502,40.7088053467,-74.00635276,1037.94620237,7095,2918,3459,1586,001502,221282059.103,003602,24941258.1161,,0.0,001502,003602,49284.6416015,82052,83137,hub,hub,non_hub,583934.59195,4506907.22889,585357.507872,4508705.09166
3432,3432,1432,186.0,003602,,40.724852985,-73.989265345,214.0,001600,40.7153350167,-73.9943926833,568.80022127,8236,2918,3242,1586,001600,76565505.7581,003602,24941258.1161,,0.0,001600,003602,49284.6416015,82798,83137,hub,hub,non_hub,584936.591099,4507643.5622,585357.507872,4508705.09166
3433,3433,2073,248.0,003602,,40.724852985,-73.989265345,308.0,001800,40.7193657075,-73.9906468425,422.245244181,8063,2918,3489,1586,001800,60554858.5127,003602,24941258.1161,,0.0,001800,003602,49284.6416015,133306,83137,hub,hub,non_hub,585247.838585,4508094.62497,585357.507872,4508705.09166
3434,3434,1681,124.0,003602,,40.724852985,-73.989265345,92.0,002000,40.721554605,-73.977309405,481.512779527,4795,2918,1899,1586,002000,17907673.5628,003602,24941258.1161,,0.0,002000,003602,49284.6416015,31656,83137,hub,hub,non_hub,586371.478696,4508350.63994,585357.507872,4508705.09166
3435,3435,847,248.0,003602,,40.724852985,-73.989265345,204.0,002100,40.71451321,-74.0108850975,1043.0083515,6111,2918,3038,1586,002100,273869828.705,003602,24941258.1161,,0.0,002100,003602,49284.6416015,151037,83137,hub,hub,non_hub,583544.598931,4507536.51732,585357.507872,4508705.09166
3436,3436,211,124.0,003602,,40.724852985,-73.989265345,88.0,002201,40.71833027,-73.980972895,597.889319204,6762,2918,3030,1586,002201,37585954.9949,003602,24941258.1161,,0.0,002201,003602,49284.6416015,26391,83137,hub,hub,non_hub,586066.226443,4507989.12022,585357.507872,4508705.09166
3437,3437,1448,62.0,003602,,40.724852985,-73.989265345,62.0,002202,40.7208736,-73.98085795,341.727868757,2256,2918,1045,1586,002202,13179093.8977,003602,24941258.1161,,0.0,002202,003602,49284.6416015,23935,83137,hub,hub,non_hub,586072.658368,4508271.55961,585357.507872,4508705.09166
3438,3438,458,124.0,003602,,40.724852985,-73.989265345,96.0,002400,40.724744875,-73.974986535,626.034898291,5775,2918,2175,1586,002400,17986635.5592,003602,24941258.1161,,0.0,002400,003602,49284.6416015,17965,83137,hub,hub,non_hub,586563.526382,4508707.06897,585357.507872,4508705.09166
3439,3439,309,124.0,003602,,40.724852985,-73.989265345,124.0,002500,40.7111743,-73.99849582,891.728756913,5061,2918,1917,1586,002500,22428407.6271,003602,24941258.1161,,0.0,002500,003602,49284.6416015,28216,83137,hub,hub,non_hub,584595.28909,4507177.73549,585357.507872,4508705.09166
3440,3440,1584,62.0,003602,,40.724852985,-73.989265345,62.0,002601,40.72299208,-73.97995466,387.883280116,3774,2918,1593,1586,002601,22248722.3098,003602,24941258.1161,,0.0,002601,003602,49284.6416015,22144,83137,hub,hub,non_hub,586146.216204,4508507.61099,585357.507872,4508705.09166
3441,3441,127,62.0,003602,,40.724852985,-73.989265345,54.0,002700,40.71307916,-73.99851193,698.753422782,1191,2918,655,1586,002700,11349914.9514,003602,24941258.1161,,0.0,002700,003602,49284.6416015,20570,83137,hub,hub,non_hub,584591.517275,4507389.17181,585357.507872,4508705.09166
3442,3442,932,62.0,003602,,40.724852985,-73.989265345,64.0,002800,40.72521311,-73.97768752,517.575353882,7302,2918,3341,1586,002800,47641507.3146,003602,24941258.1161,,0.0,002800,003602,49284.6416015,36744,83137,hub,hub,non_hub,586334.816403,4508756.38709,585357.507872,4508705.09166
3443,3443,294,62.0,003602,,40.724852985,-73.989265345,86.0,002900,40.71602118,-73.99974372,751.076166025,5855,2918,2420,1586,002900,200965547.24,003602,24941258.1161,,0.0,002900,003602,49284.6416015,31936,83137,hub,hub,non_hub,584483.752153,4507714.56961,585357.507872,4508705.09166
3444,3444,758,62.0,003602,,40.724852985,-73.989265345,70.0,003001,40.72066442,-73.98517977,429.407271077,4301,2918,2553,1586,003001,34302720.7166,003602,24941258.1161,,0.0,003001,003602,49284.6416015,41223,83137,hub,hub,non_hub,585707.91731,4508244.11218,585357.507872,4508705.09166
