Area_num, Area_key, x_coord, y_coord, est_Intercept, se_Intercept, t_Intercept, est_Elev, se_Elev, t_Elev, est_Slope, se_Slope, t_Slope, est_SinAspct, se_SinAspct, t_SinAspct, est_CosAspct, se_CosAspct, t_CosAspct, est_AbsSouth, se_AbsSouth, t_AbsSouth, est_DistStrm, se_DistStrm, t_DistStrm, y, yhat, localpdev, Ginfluence
   77, 78, 616808.1875, 5196888.5,         1.478637,         2.758526,         0.536024,        -0.001929,         0.000640,        -3.014648,         0.038147,         0.023403,         1.630000,         0.334375,         0.269380,         1.241274,        -0.858941,         2.148795,        -0.399731,         0.007065,         0.029312,         0.241041,        -0.002390,         0.001973,        -1.211180,         1.000000,         0.615307,         0.150630,         0.111986
   78, 79, 624110.9375, 5198004.5,         0.765781,         2.857700,         0.267971,        -0.002135,         0.000670,        -3.189479,         0.038900,         0.024669,         1.576896,         0.275861,         0.268781,         1.026343,        -1.772517,         2.230804,        -0.794564,         0.018334,         0.030397,         0.603140,        -0.002675,         0.002084,        -1.283687,         1.000000,         0.701130,         0.171057,         0.036811
   79, 80, 623559.375, 5198593.5,         0.785377,         2.828636,         0.277652,        -0.002108,         0.000660,        -3.192015,         0.039158,         0.024364,         1.607213,         0.279408,         0.267271,         1.045409,        -1.716420,         2.207738,        -0.777456,         0.017618,         0.030085,         0.585609,        -0.002717,         0.002059,        -1.319898,         1.000000,         0.487218,         0.170259,         0.086352
   80, 81, 613834, 5194573,         1.890162,         2.669073,         0.708172,        -0.002034,         0.000634,        -3.209533,         0.043209,         0.022557,         1.915535,         0.346642,         0.264790,         1.309117,        -0.399002,         2.081632,        -0.191678,         0.001171,         0.028346,         0.041316,        -0.001913,         0.001908,        -1.002725,         1.000000,         0.581716,         0.161142,         0.077331
   81, 82, 631727.1875, 5194571.5,         0.402821,         2.622771,         0.153586,        -0.002505,         0.000641,        -3.905545,         0.054636,         0.023100,         2.365240,         0.146414,         0.244960,         0.597707,        -2.072677,         2.048852,        -1.011628,         0.020478,         0.027842,         0.735516,        -0.002006,         0.001933,        -1.037979,         1.000000,         0.575601,         0.230095,         0.098937
   82, 83, 626461.0625, 5178181,        -0.161086,         2.798629,        -0.057559,        -0.002549,         0.000723,        -3.528064,         0.083831,         0.025133,         3.335504,        -0.115097,         0.265544,        -0.433439,        -1.730305,         2.185225,        -0.791820,         0.014272,         0.029480,         0.484130,        -0.000563,         0.002129,        -0.264271,         1.000000,         0.769173,         0.293355,         0.028380
   83, 84, 619541.1875, 5184195.5,         0.412140,         2.789596,         0.147742,        -0.002119,         0.000685,        -3.092760,         0.074595,         0.024583,         3.034397,         0.042121,         0.256739,         0.164061,        -0.749864,         2.187945,        -0.342725,         0.005731,         0.029604,         0.193604,        -0.000466,         0.001976,        -0.236065,         1.000000,         0.814753,         0.228376,         0.074431
   84, 85, 619546.4375, 5185242,         0.568109,         2.741359,         0.207236,        -0.002121,         0.000667,        -3.178130,         0.069665,         0.024070,         2.894216,         0.072531,         0.251018,         0.288948,        -0.751904,         2.149922,        -0.349735,         0.006009,         0.029108,         0.206450,        -0.000459,         0.001896,        -0.242207,         1.000000,         0.882483,         0.216247,         0.053688
   85, 86, 619245, 5185161,         0.568217,         2.740663,         0.207328,        -0.002083,         0.000666,        -3.128218,         0.070555,         0.024007,         2.938913,         0.075520,         0.251519,         0.300254,        -0.681357,         2.149323,        -0.317010,         0.005170,         0.029103,         0.177654,        -0.000472,         0.001893,        -0.249593,         1.000000,         0.553842,         0.214534,         0.130496
   86, 87, 604237.125, 5190436.5,         1.828409,         2.755785,         0.663480,        -0.002923,         0.000699,        -4.181076,         0.070602,         0.022982,         3.072059,         0.210767,         0.268168,         0.785950,        -0.497231,         2.136417,        -0.232741,         0.001671,         0.029047,         0.057543,        -0.001237,         0.001872,        -0.660863,         1.000000,         0.881668,         0.251571,         0.085096
   87, 88, 604270, 5190514.5,         1.810489,         2.743438,         0.659935,        -0.002911,         0.000696,        -4.183706,         0.070437,         0.022889,         3.077259,         0.212012,         0.266926,         0.794272,        -0.506340,         2.126979,        -0.238056,         0.001789,         0.028918,         0.061878,        -0.001251,         0.001866,        -0.670308,         1.000000,         0.948499,         0.251046,         0.046331
   88, 89, 605728.125, 5185079.5,         1.803193,         2.806827,         0.642431,        -0.002692,         0.000697,        -3.860125,         0.083615,         0.024012,         3.482164,         0.074359,         0.277720,         0.267747,         0.144452,         2.197614,         0.065731,        -0.006676,         0.029799,        -0.224025,        -0.000649,         0.001897,        -0.342226,         1.000000,         0.702438,         0.244708,         0.054014
   89, 90, 622842.5, 5184411,         0.432753,         2.949124,         0.146740,        -0.002684,         0.000757,        -3.543416,         0.067033,         0.026741,         2.506750,        -0.043467,         0.270653,        -0.160599,        -1.591880,         2.321442,        -0.685729,         0.015439,         0.031300,         0.493262,         0.000056,         0.002136,         0.026227,         1.000000,         0.885567,         0.257742,         0.081843
   90, 91, 622878.5625, 5185157,         0.491833,         2.850805,         0.172524,        -0.002615,         0.000726,        -3.599880,         0.064455,         0.025793,         2.498973,         0.002515,         0.260941,         0.009639,        -1.556160,         2.238579,        -0.695155,         0.015134,         0.030220,         0.500789,        -0.000161,         0.002041,        -0.079069,         1.000000,         0.911872,         0.247130,         0.033396
   91, 92, 622519.1875, 5185380.5,         0.497737,         2.795974,         0.178019,        -0.002524,         0.000706,        -3.576178,         0.064553,         0.025180,         2.563642,         0.024740,         0.255498,         0.096830,        -1.453046,         2.192315,        -0.662791,         0.013974,         0.029624,         0.471729,        -0.000304,         0.001990,        -0.152565,         1.000000,         0.722234,         0.240874,         0.057097
   92, 93, 607458.6875, 5187394.5,         1.742517,         2.663398,         0.654246,        -0.002573,         0.000659,        -3.902352,         0.074118,         0.022435,         3.303701,         0.157129,         0.261796,         0.600196,        -0.068557,         2.072369,        -0.033081,        -0.003568,         0.028132,        -0.126834,        -0.000861,         0.001792,        -0.480245,         1.000000,         0.826863,         0.230388,         0.072351
   93, 94, 609176.4375, 5183983,         1.276232,         2.789422,         0.457526,        -0.002191,         0.000676,        -3.241178,         0.085036,         0.023677,         3.591479,         0.086856,         0.274808,         0.316063,         0.270164,         2.177487,         0.124071,        -0.007867,         0.029511,        -0.266585,        -0.000540,         0.001835,        -0.294215,         1.000000,         0.480245,         0.219080,         0.063419
   94, 95, 614673.8125, 5183657,         0.604358,         2.655097,         0.227622,        -0.001796,         0.000639,        -2.809092,         0.082988,         0.022651,         3.663699,         0.117735,         0.254673,         0.462299,         0.013403,         2.069862,         0.006475,        -0.004038,         0.028056,        -0.143940,        -0.000756,         0.001783,        -0.423897,         1.000000,         0.495225,         0.209408,         0.054691
   95, 96, 612678.3125, 5181877,         0.525955,         2.803425,         0.187612,        -0.001738,         0.000682,        -2.549392,         0.092092,         0.024020,         3.834031,         0.115955,         0.273522,         0.423931,         0.261446,         2.191147,         0.119319,        -0.007798,         0.029646,        -0.263054,        -0.000787,         0.001902,        -0.414046,         1.000000,         0.817210,         0.216715,         0.066032
   96, 97, 612185.125, 5182226.5,         0.650890,         2.776443,         0.234433,        -0.001796,         0.000672,        -2.672745,         0.090475,         0.023709,         3.815988,         0.111409,         0.270903,         0.411252,         0.269634,         2.168428,         0.124345,        -0.007876,         0.029354,        -0.268296,        -0.000732,         0.001862,        -0.393267,         1.000000,         0.634804,         0.215737,         0.067826
   97, 98, 614704.125, 5180508.5,         0.216287,         2.832146,         0.076369,        -0.001675,         0.000700,        -2.393807,         0.096625,         0.024761,         3.902332,         0.108231,         0.274235,         0.394665,         0.141610,         2.218168,         0.063841,        -0.006668,         0.029984,        -0.222380,        -0.001030,         0.002038,        -0.505448,         1.000000,         0.783185,         0.231819,         0.067747
   98, 99, 612310.6875, 5178440,         0.617426,         2.832250,         0.217998,        -0.001775,         0.000685,        -2.592833,         0.100150,         0.024841,         4.031705,         0.084994,         0.272776,         0.311587,         0.458480,         2.224220,         0.206131,        -0.011684,         0.030109,        -0.388064,        -0.000914,         0.001992,        -0.458805,         1.000000,         0.861572,         0.241114,         0.037860
   99, 100, 606817.5, 5192300.5,         1.976117,         2.771805,         0.712935,        -0.002813,         0.000697,        -4.037886,         0.060243,         0.022994,         2.619955,         0.297531,         0.272776,         1.090751,        -0.565157,         2.147164,        -0.263211,         0.002751,         0.029191,         0.094252,        -0.001443,         0.001903,        -0.758644,         1.000000,         0.418240,         0.232532,         0.099816
  100, 101, 624374.75, 5190974.5,         0.915898,         2.897289,         0.316123,        -0.002555,         0.000720,        -3.546905,         0.041950,         0.026025,         1.611913,         0.203863,         0.267070,         0.763331,        -1.857961,         2.272840,        -0.817462,         0.019677,         0.030838,         0.638075,        -0.001168,         0.002120,        -0.550837,         1.000000,         0.559598,         0.194035,         0.126651
  101, 102, 623916.3125, 5190809.5,         0.933001,         2.879922,         0.323968,        -0.002507,         0.000713,        -3.517608,         0.042456,         0.025810,         1.644963,         0.204134,         0.265027,         0.770239,        -1.760147,         2.259423,        -0.779025,         0.018590,         0.030658,         0.606381,        -0.001118,         0.002092,        -0.534543,         1.000000,         0.604717,         0.190961,         0.041363
  102, 103, 603496.625, 5187957.5,         1.837126,         2.750802,         0.667851,        -0.002905,         0.000697,        -4.170734,         0.077498,         0.023243,         3.334270,         0.142741,         0.268512,         0.531601,        -0.258488,         2.141120,        -0.120726,        -0.001548,         0.029091,        -0.053216,        -0.001008,         0.001873,        -0.538143,         1.000000,         0.599104,         0.256504,         0.107494
  103, 104, 604809.1875, 5186498.5,         1.813233,         2.730452,         0.664078,        -0.002779,         0.000684,        -4.061504,         0.079824,         0.023233,         3.435852,         0.114357,         0.268197,         0.426392,        -0.067337,         2.131016,        -0.031599,        -0.003974,         0.028928,        -0.137379,        -0.000855,         0.001860,        -0.460008,         1.000000,         0.710356,         0.249913,         0.041004
  104, 105, 631835.0625, 5190386,         0.417737,         2.747708,         0.152031,        -0.002773,         0.000702,        -3.951153,         0.055564,         0.024742,         2.245723,         0.091021,         0.256620,         0.354692,        -2.322655,         2.148656,        -1.080981,         0.023071,         0.029128,         0.792061,        -0.001461,         0.002062,        -0.708339,         1.000000,         0.731455,         0.246813,         0.047008
  105, 106, 626710.0625, 5189688.5,         0.710656,         2.851000,         0.249266,        -0.002818,         0.000735,        -3.834230,         0.048574,         0.026036,         1.865661,         0.126638,         0.264775,         0.478286,        -2.194627,         2.234867,        -0.981994,         0.022669,         0.030253,         0.749318,        -0.001006,         0.002128,        -0.472979,         1.000000,         0.835976,         0.229563,         0.043036
  106, 107, 623787.75, 5187853,         0.734552,         2.802957,         0.262063,        -0.002640,         0.000710,        -3.716399,         0.053226,         0.025427,         2.093254,         0.100610,         0.256822,         0.391749,        -1.728485,         2.200670,        -0.785436,         0.017634,         0.029759,         0.592560,        -0.000524,         0.002001,        -0.261767,         1.000000,         0.759884,         0.223553,         0.061955
  107, 108, 624746.6875, 5187123,         0.667464,         2.843445,         0.234738,        -0.002810,         0.000737,        -3.812783,         0.055015,         0.026044,         2.112399,         0.057318,         0.262338,         0.218489,        -1.941908,         2.232851,        -0.869699,         0.019749,         0.030146,         0.655095,        -0.000358,         0.002057,        -0.174213,         1.000000,         0.843021,         0.240285,         0.054089
  108, 109, 623421.4375, 5186092.5,         0.567583,         2.806993,         0.202203,        -0.002642,         0.000716,        -3.691140,         0.060476,         0.025455,         2.375811,         0.037031,         0.257176,         0.143992,        -1.655440,         2.202142,        -0.751741,         0.016391,         0.029745,         0.551045,        -0.000307,         0.002004,        -0.153276,         1.000000,         0.608729,         0.240463,         0.145149
  109, 110, 628172, 5179026.5,        -0.103353,         2.796745,        -0.036955,        -0.002673,         0.000728,        -3.674576,         0.079982,         0.025179,         3.176544,        -0.109391,         0.266188,        -0.410955,        -1.939883,         2.186246,        -0.887312,         0.016820,         0.029475,         0.570657,        -0.000522,         0.002122,        -0.245857,         1.000000,         0.464931,         0.292609,         0.056425
  110, 111, 628290.3125, 5178268.5,        -0.116885,         2.748549,        -0.042526,        -0.002597,         0.000709,        -3.660601,         0.081085,         0.024629,         3.292285,        -0.097041,         0.261080,        -0.371691,        -1.840799,         2.146611,        -0.857538,         0.015593,         0.028965,         0.538364,        -0.000639,         0.002064,        -0.309484,         1.000000,         0.503947,         0.290465,         0.040225
  111, 112, 628201.75, 5179652,        -0.076423,         2.828854,        -0.027015,        -0.002741,         0.000741,        -3.700548,         0.078684,         0.025565,         3.077855,        -0.116101,         0.269640,        -0.430576,        -2.023413,         2.212918,        -0.914364,         0.017871,         0.029818,         0.599341,        -0.000435,         0.002159,        -0.201455,         1.000000,         0.617627,         0.293685,         0.080601
  112, 113, 627275.1875, 5178139.5,        -0.172427,         2.834475,        -0.060832,        -0.002624,         0.000736,        -3.566274,         0.083172,         0.025506,         3.260838,        -0.128421,         0.269879,        -0.475847,        -1.854689,         2.216635,        -0.836713,         0.015620,         0.029879,         0.522777,        -0.000481,         0.002171,        -0.221716,         1.000000,         0.776089,         0.296584,         0.048911
  113, 114, 627294.0625, 5178061.5,        -0.172742,         2.827513,        -0.061093,        -0.002615,         0.000733,        -3.565879,         0.083252,         0.025429,         3.273882,        -0.126328,         0.269137,        -0.469382,        -1.843241,         2.210909,        -0.833703,         0.015481,         0.029805,         0.519414,        -0.000497,         0.002163,        -0.229913,         1.000000,         0.687979,         0.296211,         0.038314
  114, 115, 627254.5625, 5178207,        -0.168712,         2.833121,        -0.059550,        -0.002625,         0.000736,        -3.568992,         0.083044,         0.025497,         3.257067,        -0.127617,         0.269716,        -0.473153,        -1.855051,         2.215415,        -0.837338,         0.015642,         0.029863,         0.523796,        -0.000482,         0.002170,        -0.222083,         1.000000,         0.740649,         0.296360,         0.053320
  115, 116, 627382.125, 5178423.5,        -0.146633,         2.810843,        -0.052167,        -0.002622,         0.000729,        -3.596033,         0.082248,         0.025280,         3.253473,        -0.118625,         0.267355,        -0.443699,        -1.852613,         2.196908,        -0.843282,         0.015692,         0.029621,         0.529761,        -0.000515,         0.002141,        -0.240675,         1.000000,         0.597115,         0.294415,         0.050692
  116, 117, 627075.9375, 5173730.5,        -0.200321,         2.713167,        -0.073833,        -0.002368,         0.000688,        -3.444234,         0.088800,         0.024085,         3.686933,        -0.098534,         0.256534,        -0.384095,        -1.457031,         2.118919,        -0.687629,         0.010448,         0.028639,         0.364826,        -0.000800,         0.002012,        -0.397876,         1.000000,         0.828193,         0.292447,         0.053288
  117, 118, 627312.625, 5174101.5,        -0.203596,         2.720149,        -0.074848,        -0.002392,         0.000691,        -3.463270,         0.088209,         0.024163,         3.650571,        -0.100614,         0.257409,        -0.390873,        -1.503332,         2.124664,        -0.707562,         0.011030,         0.028709,         0.384216,        -0.000780,         0.002021,        -0.386043,         1.000000,         0.603839,         0.292799,         0.066237
  118, 119, 632987.75, 5176669,        -0.081874,         2.639854,        -0.031015,        -0.002568,         0.000674,        -3.809926,         0.079157,         0.023460,         3.374205,        -0.060962,         0.250716,        -0.243151,        -1.867361,         2.061906,        -0.905648,         0.015824,         0.027860,         0.567976,        -0.000912,         0.001938,        -0.470836,         1.000000,         0.499763,         0.284984,         0.095551
  119, 120, 607952.9375, 5197530,         1.761365,         2.792432,         0.630764,        -0.002701,         0.000692,        -3.905186,         0.049365,         0.023424,         2.107464,         0.380231,         0.279049,         1.362593,        -1.027728,         2.170366,        -0.473528,         0.008549,         0.029519,         0.289600,        -0.002141,         0.001980,        -1.081089,         1.000000,         0.630338,         0.219943,         0.041745
  120, 121, 608112.125, 5197854,         1.720696,         2.776052,         0.619836,        -0.002678,         0.000687,        -3.898924,         0.049153,         0.023319,         2.107843,         0.377722,         0.277608,         1.360632,        -1.049265,         2.158329,        -0.486147,         0.008827,         0.029354,         0.300704,        -0.002170,         0.001973,        -1.099551,         1.000000,         0.538591,         0.218673,         0.064176
  121, 122, 608054.25, 5197884.5,         1.729104,         2.785105,         0.620840,        -0.002686,         0.000689,        -3.898043,         0.049045,         0.023390,         2.096829,         0.379937,         0.278539,         1.364033,        -1.054123,         2.165239,        -0.486839,         0.008882,         0.029449,         0.301602,        -0.002176,         0.001979,        -1.099431,         1.000000,         0.598986,         0.219068,         0.049333
  122, 123, 611576.75, 5184826,         1.098337,         2.601830,         0.422140,        -0.002006,         0.000623,        -3.220954,         0.079572,         0.021983,         3.619657,         0.130595,         0.253312,         0.515550,         0.135639,         2.024419,         0.067002,        -0.005789,         0.027465,        -0.210773,        -0.000693,         0.001711,        -0.404964,         1.000000,         0.460169,         0.208530,         0.069229
  123, 124, 619825.375, 5192026,         1.358325,         2.846735,         0.477152,        -0.001908,         0.000670,        -2.849342,         0.040701,         0.024541,         1.658484,         0.267653,         0.263822,         1.014520,        -0.753189,         2.226791,        -0.338240,         0.006849,         0.030329,         0.225832,        -0.001358,         0.001983,        -0.684814,         1.000000,         0.849690,         0.138946,         0.064845
  124, 125, 621679.25, 5192249,         1.101730,         2.859991,         0.385221,        -0.002115,         0.000680,        -3.109796,         0.039857,         0.024946,         1.597691,         0.258168,         0.264158,         0.977327,        -1.258301,         2.237723,        -0.562313,         0.012914,         0.030459,         0.423986,        -0.001492,         0.002030,        -0.734908,         1.000000,         0.777508,         0.156714,         0.103347
  125, 126, 621589.375, 5183840.5,         0.331036,         2.902555,         0.114050,        -0.002442,         0.000733,        -3.333608,         0.072312,         0.026060,         2.774776,        -0.027943,         0.266160,        -0.104985,        -1.258060,         2.280934,        -0.551555,         0.011507,         0.030798,         0.373620,        -0.000175,         0.002117,        -0.082880,         1.000000,         0.553187,         0.252075,         0.085500
  126, 127, 615753.9375, 5177189,         0.080862,         2.882240,         0.028055,        -0.001690,         0.000720,        -2.347587,         0.104286,         0.025808,         4.040763,         0.063010,         0.275254,         0.228917,         0.129974,         2.260714,         0.057492,        -0.007976,         0.030586,        -0.260761,        -0.001192,         0.002168,        -0.550058,         1.000000,         0.764780,         0.258600,         0.143149
  127, 128, 617433.9375, 5187558.5,         1.058542,         2.656491,         0.398474,        -0.001872,         0.000632,        -2.960764,         0.062447,         0.022831,         2.735209,         0.165799,         0.247007,         0.671231,        -0.246600,         2.081410,        -0.118477,         0.000345,         0.028242,         0.012208,        -0.000595,         0.001774,        -0.335344,         1.000000,         0.688094,         0.173370,         0.066051
  128, 129, 618944.0625, 5182883.5,         0.225705,         2.817189,         0.080117,        -0.002020,         0.000697,        -2.897348,         0.082057,         0.024878,         3.298337,         0.029497,         0.262596,         0.112329,        -0.611757,         2.207124,        -0.277174,         0.003649,         0.029854,         0.122217,        -0.000646,         0.002059,        -0.313863,         1.000000,         0.845893,         0.238296,         0.033392
  129, 130, 618740.75, 5182729.5,         0.215819,         2.802030,         0.077022,        -0.001994,         0.000693,        -2.876792,         0.083006,         0.024720,         3.357798,         0.033797,         0.261707,         0.129141,        -0.570657,         2.193666,        -0.260139,         0.003067,         0.029677,         0.103353,        -0.000693,         0.002047,        -0.338629,         1.000000,         0.817435,         0.238326,         0.028282
  130, 131, 630063.75, 5199204,         0.484987,         2.652246,         0.182859,        -0.002371,         0.000632,        -3.751300,         0.049798,         0.023084,         2.157251,         0.198439,         0.248738,         0.797781,        -2.001024,         2.073671,        -0.964967,         0.020064,         0.028212,         0.711171,        -0.002431,         0.001954,        -1.244370,         1.000000,         0.561362,         0.212413,         0.050643
  131, 132, 618442.6875, 5196889.5,         1.222914,         2.720665,         0.449491,        -0.001958,         0.000631,        -3.102747,         0.039527,         0.023197,         1.703994,         0.312149,         0.262957,         1.187072,        -1.082066,         2.121229,        -0.510113,         0.009958,         0.028921,         0.344319,        -0.002400,         0.001950,        -1.230751,         1.000000,         0.778138,         0.156005,         0.087389
  132, 133, 619781.9375, 5196731,         1.134664,         2.791886,         0.406415,        -0.001941,         0.000647,        -3.000028,         0.037909,         0.023849,         1.589526,         0.306657,         0.266784,         1.149459,        -1.198633,         2.176215,        -0.550788,         0.011543,         0.029680,         0.388927,        -0.002445,         0.001996,        -1.224731,         1.000000,         0.679752,         0.151464,         0.060055
  133, 134, 614509.0625, 5196669,         1.728342,         2.730136,         0.633061,        -0.002038,         0.000641,        -3.180442,         0.039740,         0.023084,         1.721572,         0.356058,         0.270932,         1.314198,        -0.690509,         2.127008,        -0.324639,         0.004700,         0.028999,         0.162082,        -0.002284,         0.001961,        -1.164698,         1.000000,         0.631051,         0.160622,         0.062202
  134, 135, 614251.5, 5196031.5,         1.861881,         2.749861,         0.677082,        -0.002017,         0.000646,        -3.122360,         0.039591,         0.023206,         1.706067,         0.361392,         0.272824,         1.324634,        -0.546453,         2.142205,        -0.255089,         0.002891,         0.029208,         0.098974,        -0.002195,         0.001969,        -1.114857,         1.000000,         0.591170,         0.157301,         0.047879
  135, 136, 614192.875, 5195831,         1.883811,         2.746205,         0.685969,        -0.002015,         0.000646,        -3.119998,         0.039836,         0.023172,         1.719186,         0.361052,         0.272444,         1.325235,        -0.513645,         2.139576,        -0.240069,         0.002490,         0.029170,         0.085368,        -0.002160,         0.001965,        -1.099202,         1.000000,         0.602190,         0.157046,         0.061415
  136, 137, 611343.75, 5196902,         1.630785,         2.625958,         0.621025,        -0.002359,         0.000637,        -3.704675,         0.047005,         0.022216,         2.115827,         0.349484,         0.262953,         1.329078,        -0.869659,         2.046277,        -0.424996,         0.006754,         0.027832,         0.242663,        -0.002133,         0.001892,        -1.127821,         1.000000,         0.686576,         0.194789,         0.041407
  137, 138, 609543.9375, 5197193.5,         1.570411,         2.625110,         0.598227,        -0.002511,         0.000645,        -3.891916,         0.050599,         0.022163,         2.283015,         0.341396,         0.262031,         1.302881,        -0.966602,         2.043458,        -0.473023,         0.007893,         0.027775,         0.284162,        -0.002081,         0.001880,        -1.106992,         1.000000,         0.739105,         0.210371,         0.086500
  138, 139, 625092.7626, 5173478.679,        -0.250462,         2.767119,        -0.090514,        -0.002279,         0.000701,        -3.251216,         0.092734,         0.024629,         3.765207,        -0.108824,         0.261204,        -0.416624,        -1.285286,         2.162076,        -0.594468,         0.008218,         0.029228,         0.281161,        -0.000792,         0.002077,        -0.381525,         0.000000,         0.549575,         0.294916,         0.094059
  139, 140, 618090.44, 5188971.513,         1.180174,         2.643842,         0.446386,        -0.001909,         0.000627,        -3.043160,         0.055668,         0.022812,         2.440346,         0.199576,         0.245246,         0.813778,        -0.406229,         2.071348,        -0.196118,         0.002353,         0.028132,         0.083637,        -0.000802,         0.001790,        -0.448034,         0.000000,         0.882134,         0.165049,         0.051190
  140, 141, 632977.7664, 5183695.617,         0.142469,         2.736226,         0.052068,        -0.002849,         0.000717,        -3.970342,         0.067869,         0.024760,         2.741121,        -0.028635,         0.259783,        -0.110225,        -2.297518,         2.140787,        -1.073212,         0.021610,         0.028909,         0.747521,        -0.000848,         0.002053,        -0.413074,         0.000000,         0.185511,         0.277230,         0.070115
  141, 142, 632561.4182, 5179465.679,        -0.038703,         2.723537,        -0.014210,        -0.002729,         0.000708,        -3.856160,         0.075614,         0.024439,         3.094007,        -0.071840,         0.259535,        -0.276803,        -2.107619,         2.130926,        -0.989062,         0.018811,         0.028752,         0.654261,        -0.000743,         0.002036,        -0.365038,         0.000000,         0.087495,         0.286868,         0.059917
  142, 143, 608853.0017, 5189357.655,         1.750779,         2.582345,         0.677981,        -0.002474,         0.000638,        -3.878729,         0.066110,         0.021662,         3.051935,         0.222035,         0.254018,         0.874092,        -0.209425,         2.006011,        -0.104399,        -0.001548,         0.027240,        -0.056825,        -0.001078,         0.001760,        -0.612839,         0.000000,         0.610909,         0.217075,         0.048642
  143, 144, 628464.4041, 5194369.09,         0.561755,         2.763193,         0.203299,        -0.002501,         0.000675,        -3.705982,         0.047728,         0.024420,         1.954480,         0.188015,         0.256795,         0.732159,        -2.105447,         2.160751,        -0.974405,         0.021512,         0.029371,         0.732421,        -0.002050,         0.002055,        -0.997205,         0.000000,         0.490217,         0.213218,         0.087265
  144, 145, 605923.6846, 5172682.846,         1.268023,         2.630777,         0.481996,        -0.002202,         0.000615,        -3.577652,         0.097721,         0.023594,         4.141765,         0.006100,         0.253892,         0.024025,         0.454640,         2.072875,         0.219328,        -0.012512,         0.028156,        -0.444374,        -0.000831,         0.001884,        -0.441247,         0.000000,         0.358070,         0.263648,         0.067292
  145, 146, 608895.5408, 5177509.669,         1.169039,         2.877452,         0.406276,        -0.001993,         0.000682,        -2.923510,         0.100845,         0.025404,         3.969743,         0.046614,         0.279805,         0.166594,         0.739255,         2.270735,         0.325558,        -0.015653,         0.030744,        -0.509128,        -0.000706,         0.002020,        -0.349422,         0.000000,         0.657057,         0.245691,         0.085283
  146, 147, 617500.3155, 5198567.259,         1.290128,         2.753073,         0.468614,        -0.001983,         0.000638,        -3.109248,         0.038079,         0.023424,         1.625666,         0.328617,         0.269072,         1.221299,        -1.112267,         2.144512,        -0.518658,         0.010119,         0.029249,         0.345968,        -0.002604,         0.001982,        -1.313359,         0.000000,         0.820224,         0.157816,         0.044121
  147, 148, 599775.4949, 5197917.037,         1.310992,         2.616197,         0.501106,        -0.002851,         0.000662,        -4.309178,         0.066989,         0.021983,         3.047283,         0.242697,         0.252055,         0.962873,        -1.049737,         2.026907,        -0.517901,         0.008552,         0.027540,         0.310532,        -0.001773,         0.001819,        -0.974884,         0.000000,         0.206449,         0.255019,         0.069014
  148, 149, 609818.8936, 5185616.971,         1.391764,         2.617381,         0.531739,        -0.002220,         0.000632,        -3.510438,         0.077768,         0.022111,         3.517110,         0.132673,         0.256568,         0.517106,         0.115017,         2.037216,         0.056458,        -0.005689,         0.027641,        -0.205829,        -0.000703,         0.001734,        -0.405494,         0.000000,         0.553665,         0.215359,         0.055472
  149, 150, 626873.8954, 5191523.791,         0.688138,         2.833419,         0.242865,        -0.002655,         0.000712,        -3.731047,         0.046377,         0.025506,         1.818275,         0.171313,         0.262690,         0.652148,        -2.136505,         2.218259,        -0.963145,         0.022150,         0.030097,         0.735945,        -0.001490,         0.002117,        -0.704126,         0.000000,         0.615436,         0.216149,         0.060907
  150, 151, 613220.8049, 5175607.806,         0.567209,         2.805439,         0.202182,        -0.001798,         0.000678,        -2.651830,         0.102984,         0.024896,         4.136624,         0.047286,         0.266375,         0.177515,         0.407044,         2.204291,         0.184660,        -0.011864,         0.029901,        -0.396772,        -0.000982,         0.002007,        -0.489639,         0.000000,         0.167636,         0.256832,         0.056909
  151, 152, 603465.2567, 5194828.473,         1.638822,         2.759774,         0.593825,        -0.002943,         0.000700,        -4.205271,         0.063813,         0.022928,         2.783179,         0.282734,         0.268216,         1.054128,        -0.920738,         2.135842,        -0.431089,         0.007096,         0.029044,         0.244325,        -0.001677,         0.001896,        -0.884567,         0.000000,         0.550546,         0.250851,         0.098199
  152, 153, 610497.3677, 5188165.47,         1.532978,         2.507375,         0.611388,        -0.002255,         0.000610,        -3.699378,         0.068238,         0.021136,         3.228493,         0.197775,         0.245540,         0.805470,        -0.100779,         1.949027,        -0.051707,        -0.002758,         0.026463,        -0.104223,        -0.000967,         0.001695,        -0.570215,         0.000000,         0.922910,         0.207432,         0.026109
  153, 154, 620797.4476, 5197029.313,         1.066631,         2.877311,         0.370704,        -0.001938,         0.000667,        -2.905589,         0.035900,         0.024610,         1.458744,         0.306755,         0.272919,         1.123979,        -1.331563,         2.241436,        -0.594067,         0.013262,         0.030579,         0.433682,        -0.002559,         0.002057,        -1.244174,         0.000000,         0.705976,         0.147936,         0.107200
  154, 155, 619340.9224, 5184576.829,         0.473678,         2.748010,         0.172371,        -0.002094,         0.000671,        -3.120206,         0.073158,         0.024134,         3.031384,         0.059080,         0.252700,         0.233795,        -0.711880,         2.153401,        -0.330584,         0.005336,         0.029152,         0.183037,        -0.000503,         0.001922,        -0.261811,         0.000000,         0.870225,         0.222696,         0.031790
