Area_num, Area_key, x_coord, y_coord, est_Intercept, se_Intercept, t_Intercept, est_OCC_TEC, se_OCC_TEC, t_OCC_TEC, est_OWNH, se_OWNH, t_OWNH, est_POP65, se_POP65, t_POP65, est_UNEMP, se_UNEMP, t_UNEMP, y, yhat, localpdev, Ginfluence
  100, 100, 309623.17, 24691.81,         0.719759,         0.341703,         2.106391,        31.420378,         1.891820,        16.608545,        -4.523533,         0.293772,       -15.398090,        26.601920,         2.110031,        12.607359,         0.360192,         0.071887,         5.010528,         7.000000,        15.286612,         0.716875,         0.100320
  101, 101, 317273.81, 16350.36,         4.299772,         0.313397,        13.719903,        24.083983,         1.721067,        13.993636,        -6.023866,         0.231821,       -25.985042,        20.351862,         1.683322,        12.090293,        -0.024512,         0.062325,        -0.393293,        13.000000,        24.060528,         0.746180,         0.132812
  102, 102, 330127.65, 26472.36,         6.803407,         0.343701,        19.794565,         9.062456,         1.786805,         5.071878,        -5.024642,         0.287003,       -17.507260,         7.635163,         1.493375,         5.112690,        -0.214981,         0.064892,        -3.312891,        18.000000,        24.371289,         0.673560,         0.176748
  103, 103, 330024.3, 22050.13,         8.188909,         0.376332,        21.759783,         8.444276,         1.708482,         4.942560,        -6.414478,         0.354838,       -18.077179,         8.393266,         1.469587,         5.711308,        -0.341276,         0.064803,        -5.266326,        24.000000,        29.535111,         0.691371,         0.122111
  104, 104, 335366.5, 8522.69,        11.209881,         0.273097,        41.047243,         1.322137,         1.037881,         1.273882,        -7.418223,         0.237848,       -31.188981,        -3.016247,         1.129282,        -2.670942,        -0.451906,         0.053243,        -8.487684,        45.000000,       111.043960,         0.744465,         0.101302
  105, 105, 330795.7, 8625.57,        11.430771,         0.364793,        31.334956,         0.784825,         1.250703,         0.627507,        -7.776524,         0.287319,       -27.065858,         0.792655,         1.170351,         0.677280,        -0.563514,         0.058557,        -9.623339,        56.000000,        39.673323,         0.748212,         0.088272
  106, 106, 324461.1, 12021.3,         9.428353,         0.413710,        22.789772,         8.050329,         1.447967,         5.559745,        -7.551337,         0.309062,       -24.433070,         9.467540,         1.150792,         8.226978,        -0.490632,         0.060016,        -8.175012,        33.000000,        34.233974,         0.750341,         0.119711
  107, 107, 333249.02, 19193.73,         8.499400,         0.383114,        22.185036,         7.206944,         1.652814,         4.360408,        -6.200209,         0.374206,       -16.568957,         5.607625,         1.462513,         3.834239,        -0.355115,         0.063297,        -5.610309,        35.000000,        40.373437,         0.683589,         0.117449
  108, 108, 330905.38, 16199.04,         9.214378,         0.347534,        26.513600,         8.151991,         1.396401,         5.837860,        -7.256586,         0.310372,       -23.380281,         7.404199,         1.232144,         6.009198,        -0.415968,         0.057575,        -7.224804,        36.000000,        89.351103,         0.737347,         0.263255
  109, 109, 338740.71, 9995.65,        10.286503,         0.264758,        38.852435,         4.120299,         1.052807,         3.913630,        -6.911990,         0.240326,       -28.760909,        -2.204311,         1.104511,        -1.995734,        -0.366267,         0.051787,        -7.072624,        58.000000,        64.968331,         0.744222,         0.090216
  110, 110, 345541.9, -607.56,         8.070652,         0.222540,        36.266011,         4.488900,         0.532734,         8.426160,        -5.323316,         0.149786,       -35.539470,        -1.745679,         0.678815,        -2.571659,         0.101469,         0.044738,         2.268068,        37.000000,        48.443681,         0.691494,         0.114959
  111, 111, 348908.69, -5077.51,         7.138691,         0.228191,        31.283852,         4.664457,         0.558924,         8.345430,        -4.909794,         0.145925,       -33.645939,        -3.946414,         0.547857,        -7.203367,         0.408138,         0.045503,         8.969455,        53.000000,       131.175113,         0.706333,         0.170296
  112, 112, 343120.93, 5902.89,         9.566121,         0.225002,        42.515754,         5.728284,         0.689014,         8.313741,        -6.313064,         0.184865,       -34.149672,        -3.488280,         1.001623,        -3.482627,        -0.231409,         0.050307,        -4.599909,        49.000000,        55.749189,         0.719934,         0.157695
  113, 113, 377836.69, -36378.58,         9.917888,         0.206119,        48.117404,        -0.154285,         0.817864,        -0.188643,        -5.949407,         0.129010,       -46.116027,        -1.197839,         0.747064,        -1.603397,        -0.232288,         0.040188,        -5.780015,      1070.000000,       451.055751,         0.732482,         0.253113
  114, 114, 356153.1, -24448.15,         7.811110,         0.157356,        49.639733,        -5.362386,         0.357832,       -14.985770,        -4.470878,         0.139868,       -31.965037,        -5.438364,         0.331261,       -16.417177,         0.498816,         0.023830,        20.932210,       547.000000,       446.613941,         0.618443,         0.203974
  115, 115, 363934.49, -23252.2,         7.437131,         0.174959,        42.507924,        -1.787577,         0.513745,        -3.479506,        -4.742958,         0.115461,       -41.078452,        -2.521298,         0.341325,        -7.386790,         0.478732,         0.029968,        15.974539,       660.000000,       388.469060,         0.710179,         0.122831
  116, 116, 362715.03, -62961.03,        10.244930,         0.163939,        62.492250,        -5.322190,         0.590103,        -9.019084,        -5.194680,         0.129492,       -40.115799,        -4.158972,         0.560429,        -7.421051,        -0.222848,         0.021887,       -10.181697,       175.000000,       199.971400,         0.694908,         0.231447
  117, 117, 355515.39, -15862.17,         7.099751,         0.177677,        39.958749,         0.329437,         0.429471,         0.767077,        -4.804670,         0.130515,       -36.813077,        -6.143734,         0.351613,       -17.472987,         0.616288,         0.031064,        19.839170,       594.000000,       408.090348,         0.712483,         0.183627
  118, 118, 350331.74, 2259.59,         7.222726,         0.238747,        30.252622,         6.589881,         0.613647,        10.738886,        -5.977683,         0.171495,       -34.856301,         3.682592,         0.918403,         4.009777,         0.340069,         0.046416,         7.326532,       189.000000,       125.982089,         0.744216,         0.200503
  119, 119, 390869.17, -52824.71,         8.804347,         0.241824,        36.408148,         5.477001,         1.005936,         5.444682,        -5.154248,         0.150324,       -34.287621,        -6.083489,         0.870313,        -6.990003,        -0.080160,         0.044380,        -1.806222,       121.000000,       125.843716,         0.800689,         0.185895
  120, 120, 391663.46, -13955.69,         6.844645,         0.296150,        23.112066,        10.230422,         1.110800,         9.209956,        -4.591702,         0.160791,       -28.556919,        -4.864434,         1.128599,        -4.310154,         0.131743,         0.057003,         2.311136,       125.000000,       230.861782,         0.772661,         0.626493
  121, 121, 381676.42, -24737.89,         8.275874,         0.247495,        33.438553,         6.867294,         0.986146,         6.963767,        -5.306764,         0.140760,       -37.700747,        -4.873364,         1.006367,        -4.842533,        -0.017730,         0.053537,        -0.331169,       175.000000,        96.414035,         0.763847,         0.125289
  122, 122, 396227.77, -39792.02,         7.545447,         0.240044,        31.433637,        11.255522,         1.099000,        10.241608,        -5.058090,         0.158282,       -31.956138,        -4.627508,         0.910666,        -5.081455,         0.066310,         0.051629,         1.284349,        85.000000,        74.631259,         0.800850,         0.083500
  123, 123, 365535.4, -28214.23,         8.116652,         0.178673,        45.427313,        -4.105438,         0.559028,        -7.343890,        -4.614917,         0.110482,       -41.770659,        -2.680859,         0.345694,        -7.755002,         0.332785,         0.028752,        11.574219,       200.000000,       454.667989,         0.657788,         0.279904
  124, 124, 358761.78, -6929.68,         6.506019,         0.229599,        28.336417,         5.982513,         0.621986,         9.618410,        -5.479589,         0.141231,       -38.798882,        -2.339805,         0.664109,        -3.523222,         0.650856,         0.046569,        13.976037,       389.000000,       321.098661,         0.814084,         0.266772
  125, 125, 376070.01, -56303.59,        12.129673,         0.282570,        42.926262,        -7.198840,         1.083727,        -6.642672,        -6.228370,         0.134754,       -46.220173,        -6.238783,         0.731692,        -8.526514,        -0.496792,         0.038538,       -12.890814,       381.000000,       291.400599,         0.773299,         0.234122
  126, 126, 353788.69, -7340.62,         6.504182,         0.230185,        28.256375,         6.817323,         0.605980,        11.250089,        -5.264253,         0.144503,       -36.429944,        -6.132374,         0.606925,       -10.104001,         0.686602,         0.047507,        14.452696,       173.000000,       183.771545,         0.764065,         0.174421
  127, 127, 371670.71, -21543.62,         8.380907,         0.193772,        43.251360,        -0.913249,         0.653100,        -1.398329,        -5.809669,         0.115248,       -50.410156,         1.305529,         0.757302,         1.723921,         0.222079,         0.036578,         6.071394,       206.000000,       285.385058,         0.762730,         0.165342
  128, 128, 367522.64, -7189.91,         7.038816,         0.230785,        30.499391,         3.118911,         0.656918,         4.747796,        -5.592672,         0.142964,       -39.119501,        -1.885001,         0.840960,        -2.241487,         0.565385,         0.046105,        12.263015,       142.000000,       166.643704,         0.852359,         0.238431
  129, 129, 361892.77, -18166,         6.800555,         0.195521,        34.781774,         0.842471,         0.531529,         1.584995,        -4.899801,         0.128618,       -38.095788,        -2.550824,         0.376687,        -6.771735,         0.616894,         0.035481,        17.386801,       148.000000,        97.857018,         0.758121,         0.119948
  130, 130, 366450.66, -74634.65,         8.276015,         0.194015,        42.656517,         0.683798,         0.602478,         1.134975,        -3.811483,         0.157020,       -24.273793,        -8.234494,         0.718125,       -11.466661,         0.077813,         0.028811,         2.700823,       141.000000,       222.381632,         0.718999,         0.207125
  131, 131, 355381.88, -79216.89,         6.092229,         0.193341,        31.510293,         2.011100,         0.541947,         3.710882,        -2.171742,         0.153452,       -14.152595,        -6.112513,         0.644890,        -9.478377,         0.340299,         0.028542,        11.922837,       106.000000,        81.964921,         0.555538,         0.341609
  132, 132, 353694.67, -32885.23,         9.242217,         0.149873,        61.667000,        -8.813355,         0.348556,       -25.285308,        -4.757348,         0.156300,       -30.437261,        -4.464364,         0.327895,       -13.615220,         0.166590,         0.016019,        10.399840,       116.000000,       485.421196,         0.478607,         0.380652
  133, 133, 378726.25, -28678.9,         8.747655,         0.217931,        40.139597,         3.158372,         0.867880,         3.639181,        -5.644266,         0.130584,       -43.223356,        -1.824861,         0.853930,        -2.137014,        -0.021790,         0.045884,        -0.474882,        84.000000,       109.335647,         0.743708,         0.189356
  134, 134, 365246.77, -57670.24,        12.038529,         0.180260,        66.784352,       -11.308782,         0.689809,       -16.394067,        -5.895819,         0.122052,       -48.305938,        -6.091212,         0.491898,       -12.383073,        -0.396027,         0.021910,       -18.074838,        78.000000,       147.553891,         0.710928,         0.219266
  135, 135, 389517.13, -31493.43,         7.473063,         0.238546,        31.327570,        12.007457,         1.080186,        11.116101,        -5.080679,         0.153249,       -33.153030,        -3.192024,         0.948457,        -3.365491,        -0.007748,         0.051060,        -0.151744,        88.000000,        47.926965,         0.782360,         0.139342
  136, 136, 344415.42, 11511.89,         9.152833,         0.290617,        31.494528,         5.095876,         1.013590,         5.027552,        -5.866458,         0.301968,       -19.427414,        -2.867453,         1.189173,        -2.411301,        -0.224815,         0.049309,        -4.559335,        31.000000,        25.226911,         0.733610,         0.248897
  137, 137, 365053.58, -11168.12,         6.824806,         0.236204,        28.893753,         3.205485,         0.641833,         4.994263,        -5.529168,         0.142185,       -38.887236,        -0.809213,         0.751122,        -1.077339,         0.598314,         0.048604,        12.309876,        60.000000,        70.723749,         0.837170,         0.116877
  138, 138, 387334.51, -21934.03,         7.390391,         0.261993,        28.208386,        10.088149,         1.053953,         9.571726,        -5.070584,         0.148552,       -34.133467,        -4.330413,         1.047512,        -4.133997,         0.086859,         0.052869,         1.642892,        25.000000,       100.907283,         0.780564,         0.352018
  139, 139, 393097.28, -22717.2,         6.596065,         0.266462,        24.754258,        13.510567,         1.128057,        11.976850,        -4.962520,         0.158256,       -31.357614,        -1.979918,         1.091399,        -1.814110,         0.141713,         0.051319,         2.761433,        57.000000,        54.612736,         0.780272,         0.327602
  140, 140, 380945.88, -17224.24,         8.206885,         0.283239,        28.975077,         5.289483,         0.996483,         5.308151,        -5.196528,         0.141281,       -36.781505,        -8.256891,         1.238938,        -6.664493,         0.119110,         0.058861,         2.023587,        17.000000,        10.521455,         0.787402,         0.125687
  141, 141, 367373.14, -14712.42,         7.399078,         0.216670,        34.149064,         0.886261,         0.634714,         1.396316,        -5.630789,         0.130395,       -43.182460,         0.099208,         0.765368,         0.129621,         0.482522,         0.044401,        10.867377,        47.000000,        50.678149,         0.819624,         0.110627
  142, 142, 374567.12, -13256.38,         7.799759,         0.229923,        33.923405,         2.069059,         0.787910,         2.626010,        -5.437631,         0.127948,       -42.498904,        -5.886135,         1.087956,        -5.410270,         0.400088,         0.046862,         8.537512,        51.000000,        81.230216,         0.818404,         0.140355
  143, 143, 380862.18, -12688.75,         7.817831,         0.293217,        26.662228,         5.169949,         1.023358,         5.051946,        -4.951500,         0.145975,       -33.920238,        -8.709363,         1.260906,        -6.907227,         0.199656,         0.060556,         3.297044,        11.000000,         9.228203,         0.796716,         0.137089
  144, 144, 383629.18, -9335.24,         7.217880,         0.312864,        23.070343,         6.345860,         1.087374,         5.835950,        -4.488839,         0.161200,       -27.846427,        -7.643730,         1.232089,        -6.203876,         0.193720,         0.062497,         3.099667,        23.000000,        30.857438,         0.780264,         0.104341
  145, 145, 394378.41, -45752.97,         8.028565,         0.236442,        33.955793,         8.508460,         1.026632,         8.287738,        -5.044114,         0.150194,       -33.584055,        -5.368570,         0.869642,        -6.173312,         0.022779,         0.046527,         0.489579,        64.000000,        51.560430,         0.801349,         0.152098
  146, 146, 402514.52, -43075.49,         7.375763,         0.244223,        30.200948,        11.609513,         1.114805,        10.413936,        -5.020573,         0.160101,       -31.358861,        -4.971037,         0.928732,        -5.352497,         0.120916,         0.051131,         2.364816,        61.000000,        24.109937,         0.807146,         0.182496
  147, 147, 402518.42, -36236.31,         6.857681,         0.248428,        27.604339,        14.029788,         1.171820,        11.972644,        -5.062071,         0.166666,       -30.372631,        -3.494772,         0.979246,        -3.568840,         0.165684,         0.054695,         3.029266,        37.000000,        32.084153,         0.801936,         0.106291
  148, 148, 396061.3, -30927.23,         6.843410,         0.247469,        27.653617,        14.016318,         1.129597,        12.408245,        -5.044828,         0.159839,       -31.561861,        -2.564310,         0.992706,        -2.583151,         0.114016,         0.051566,         2.211081,        22.000000,        18.139027,         0.792059,         0.057916
  149, 149, 408226.18, -35513.98,         6.519775,         0.252617,        25.808941,        15.000996,         1.204913,        12.449856,        -4.998107,         0.169677,       -29.456550,        -3.066863,         1.001441,        -3.062450,         0.216255,         0.055561,         3.892231,        18.000000,        17.164532,         0.801820,         0.118323
  150, 150, 403471.42, -31311.84,         6.561422,         0.248354,        26.419682,        14.239450,         1.134084,        12.555900,        -4.974919,         0.160459,       -31.004307,        -2.704501,         0.982097,        -2.753803,         0.195252,         0.051950,         3.758485,        20.000000,        29.178889,         0.797106,         0.092112
  151, 151, 406033.77, -29345.02,         6.196451,         0.256237,        24.182458,        15.763890,         1.184698,        13.306251,        -4.909375,         0.165878,       -29.596347,        -1.815769,         1.031846,        -1.759728,         0.214448,         0.053031,         4.043844,        20.000000,        32.602671,         0.793038,         0.104630
  152, 152, 399386.5, -22290.57,         5.848855,         0.280281,        20.867855,        16.712258,         1.239828,        13.479498,        -4.815537,         0.169837,       -28.353925,        -0.129356,         1.186065,        -0.109064,         0.187285,         0.052654,         3.556925,        18.000000,        19.327230,         0.777184,         0.125727
  153, 153, 397587.4, -62378.67,         8.685797,         0.252122,        34.450832,         6.122008,         1.060063,         5.775135,        -5.014033,         0.157656,       -31.803669,        -6.698455,         0.913343,        -7.333994,        -0.072305,         0.042904,        -1.685282,        25.000000,        46.305470,         0.808176,         0.154716
  154, 154, 391305.58, -63700.85,         9.533373,         0.267947,        35.579377,         3.513002,         1.091493,         3.218528,        -5.283876,         0.168136,       -31.426132,        -6.929319,         0.926851,        -7.476191,        -0.194796,         0.042290,        -4.606228,        11.000000,        23.158561,         0.805951,         0.099791
  155, 155, 396203.55, -57412.21,         8.531732,         0.247741,        34.438173,         6.663174,         1.045231,         6.374831,        -5.017501,         0.155099,       -32.350315,        -6.420543,         0.898946,        -7.142300,        -0.048975,         0.045059,        -1.086912,        23.000000,        27.082736,         0.806231,         0.078067
  156, 156, 397924.17, -52596.47,         8.136521,         0.246209,        33.047252,         8.482016,         1.062363,         7.984105,        -4.970832,         0.156215,       -31.820418,        -6.115893,         0.901572,        -6.783589,        -0.000896,         0.046983,        -0.019072,        28.000000,        19.709317,         0.806524,         0.056401
  157, 157, 382876.06, -53653.14,        10.410548,         0.257213,        40.474382,         0.050792,         1.004074,         0.050585,        -5.692196,         0.157738,       -36.086353,        -6.020166,         0.865415,        -6.956390,        -0.308337,         0.042902,        -7.186951,        19.000000,        33.993538,         0.789328,         0.113935
  158, 158, 385919.86, -61374.5,        10.258928,         0.273066,        37.569399,         0.754759,         1.082102,         0.697494,        -5.603959,         0.163760,       -34.220663,        -6.573609,         0.888324,        -7.400016,        -0.281863,         0.040968,        -6.880146,        26.000000,        22.299200,         0.800402,         0.144724
  159, 159, 340110.86, -28521.01,         8.967263,         0.152737,        58.710346,        -6.363736,         0.313599,       -20.292581,        -4.401978,         0.189296,       -23.254479,        -5.189960,         0.295222,       -17.579856,         0.129610,         0.017471,         7.418447,        70.000000,       186.104360,         0.434084,         0.266852
  160, 160, 342259.81, -30180.57,         9.233029,         0.160253,        57.615164,        -7.163800,         0.336060,       -21.317030,        -4.701811,         0.202434,       -23.226386,        -5.071175,         0.302792,       -16.748058,         0.114560,         0.016580,         6.909640,       117.000000,       369.217762,         0.440728,         0.325736
  161, 161, 338829.19, -32435.83,         8.930008,         0.169743,        52.608879,        -6.416313,         0.329630,       -19.465222,        -3.756991,         0.228641,       -16.431826,        -4.405259,         0.306979,       -14.350384,         0.026750,         0.016442,         1.626938,       256.000000,       368.141052,         0.395752,         0.095711
  162, 162, 335964.11, -27144.87,         8.632434,         0.150513,        57.353233,        -5.417601,         0.289337,       -18.724163,        -4.142764,         0.181872,       -22.778476,        -3.616854,         0.314474,       -11.501265,         0.091871,         0.018780,         4.892040,       429.000000,       492.921363,         0.401368,         0.149530
  163, 163, 339454.02, -25208.35,         8.758468,         0.146730,        59.690871,        -5.637411,         0.304335,       -18.523677,        -4.519704,         0.174598,       -25.886341,        -5.077397,         0.310372,       -16.359057,         0.173314,         0.018523,         9.356879,       285.000000,       227.871075,         0.453210,         0.190452
  164, 164, 342858.93, -25291.03,         9.010503,         0.149525,        60.261024,        -6.723658,         0.323257,       -20.799733,        -5.069609,         0.176888,       -28.660025,        -5.425497,         0.310640,       -17.465545,         0.227429,         0.018566,        12.249790,       362.000000,       313.833825,         0.491059,         0.271938
  165, 165, 345601.8, -25527.73,         9.043979,         0.147406,        61.354044,        -7.320979,         0.323167,       -22.653880,        -5.223142,         0.166470,       -31.375844,        -5.453892,         0.314665,       -17.332387,         0.265093,         0.018732,        14.152102,       452.000000,       425.436421,         0.511138,         0.154647
  166, 166, 345909.97, -30691.34,         9.466490,         0.157600,        60.066558,        -8.119617,         0.342613,       -23.699095,        -5.183973,         0.187655,       -27.625051,        -4.745033,         0.312194,       -15.198970,         0.131797,         0.016155,         8.158268,       728.000000,       774.173341,         0.456989,         0.225623
  167, 167, 338436.09, -37186.98,         8.994025,         0.180502,        49.827797,        -6.519722,         0.345970,       -18.844773,        -3.903869,         0.242503,       -16.098244,        -1.965168,         0.330797,        -5.940708,        -0.071672,         0.016416,        -4.365969,       562.000000,       519.247752,         0.369142,         0.307013
  168, 168, 334457.21, -35114.84,         8.650712,         0.184907,        46.784215,        -5.448336,         0.345903,       -15.751066,        -4.060334,         0.238066,       -17.055521,         0.237278,         0.384503,         0.617105,        -0.080152,         0.017216,        -4.655728,       354.000000,       366.297909,         0.354224,         0.111712
  169, 169, 338261.22, -41722.33,         8.760478,         0.165100,        53.061614,        -6.006721,         0.345552,       -17.382972,        -3.493771,         0.212587,       -16.434528,        -0.458818,         0.349735,        -1.311902,        -0.133377,         0.015727,        -8.480562,      1072.000000,       467.914233,         0.343341,         0.114008
  170, 170, 329570.75, -34216.76,         8.354944,         0.200405,        41.690243,        -3.930969,         0.370773,       -10.602103,        -4.900265,         0.253748,       -19.311547,         6.100130,         0.431425,        14.139487,        -0.188455,         0.020274,        -9.295584,      1037.000000,       403.954624,         0.356173,         0.156308
  171, 171, 334989.23, -30867,         8.623887,         0.174923,        49.300952,        -5.114203,         0.325060,       -15.733087,        -3.739597,         0.235643,       -15.869758,        -3.291337,         0.362968,        -9.067850,         0.014056,         0.018668,         0.752934,       309.000000,       377.804307,         0.350791,         0.123071
  172, 172, 331704.61, -26241.59,         8.456060,         0.165928,        50.962126,        -4.008390,         0.309181,       -12.964555,        -4.984027,         0.199688,       -24.959072,         1.236418,         0.348933,         3.543423,        -0.016146,         0.020579,        -0.784578,       472.000000,       489.296278,         0.351874,         0.500998
  173, 173, 328431.53, -27940.2,         8.642143,         0.190604,        45.340831,        -3.878596,         0.344045,       -11.273519,        -5.970011,         0.239927,       -24.882661,         6.389393,         0.379409,        16.840397,        -0.167523,         0.023650,        -7.083452,       699.000000,       413.735561,         0.349508,         0.153817
  174, 174, 336081.28, -23805.64,         8.429774,         0.149522,        56.378271,        -4.717591,         0.292307,       -16.139174,        -4.241788,         0.171868,       -24.680439,        -3.256586,         0.335089,        -9.718572,         0.123118,         0.019281,         6.385364,       449.000000,       548.981255,         0.420877,         0.161235
  175, 175, 337470.12, -19925.9,         8.182249,         0.150487,        54.371913,        -4.990990,         0.304031,       -16.416045,        -4.140827,         0.164920,       -25.108132,        -1.950567,         0.336062,        -5.804187,         0.154755,         0.019807,         7.813310,       615.000000,       644.455968,         0.452699,         0.237008
  176, 176, 342348.74, -22559.69,         8.734718,         0.141739,        61.625232,        -6.105570,         0.310401,       -19.669948,        -4.827249,         0.161106,       -29.963264,        -4.808170,         0.312608,       -15.380831,         0.231671,         0.018645,        12.425426,       369.000000,       429.871696,         0.500609,         0.246260
  177, 177, 332725.59, -19390.99,         8.280622,         0.164596,        50.308847,        -4.659119,         0.313167,       -14.877442,        -4.265739,         0.173841,       -24.538181,         2.625582,         0.356693,         7.360898,        -0.050153,         0.020932,        -2.395992,       812.000000,       503.133927,         0.418164,         0.152309
  178, 178, 327487.37, -22298.2,         8.431365,         0.195281,        43.175463,        -5.430539,         0.365545,       -14.855999,        -4.785317,         0.201054,       -23.801175,        10.332273,         0.412531,        25.046023,        -0.281596,         0.024608,       -11.443281,       904.000000,       319.456267,         0.395362,         0.115549
  179, 179, 343411.59, -18219.15,         8.514901,         0.134881,        63.128898,        -5.853488,         0.306686,       -19.086276,        -4.678656,         0.139302,       -33.586446,        -4.126869,         0.321435,       -12.838880,         0.247129,         0.019567,        12.630038,      1215.000000,       720.988379,         0.542939,         0.227957
  180, 180, 349055.69, -20887.1,         8.491082,         0.136965,        61.994354,        -6.186191,         0.313170,       -19.753489,        -4.836424,         0.134367,       -35.994205,        -5.816818,         0.321129,       -18.113673,         0.360282,         0.020281,        17.764714,       802.000000,       596.507446,         0.589687,         0.144902
  181, 181, 351097.21, -27497.53,         8.960309,         0.137072,        65.369485,        -7.587791,         0.311011,       -24.397169,        -5.016465,         0.141905,       -35.350928,        -4.977726,         0.316079,       -15.748383,         0.263776,         0.017150,        15.380800,       983.000000,       698.804374,         0.526489,         0.199936
  182, 182, 297942.15, -33105.95,         3.497348,         0.268998,        13.001395,         8.824965,         0.578085,        15.265868,        -0.769710,         0.194041,        -3.966741,        -9.691761,         0.868236,       -11.162592,         0.514856,         0.047733,        10.786164,       639.000000,       168.343583,         0.474277,         0.077123
  183, 183, 308339.92, -26657.04,         5.320656,         0.278442,        19.108695,         1.955707,         0.662928,         2.950106,        -0.441746,         0.185802,        -2.377512,         2.831999,         0.928442,         3.050269,        -0.183633,         0.048803,        -3.762742,       251.000000,       159.418138,         0.131102,         0.166269
  184, 184, 322572.21, -26917.93,         8.626159,         0.215015,        40.118901,       -10.927474,         0.413994,       -26.395280,        -3.968377,         0.220094,       -18.030346,        20.817850,         0.474518,        43.871541,        -0.504295,         0.027930,       -18.055567,       160.000000,       398.363108,         0.397666,         0.229218
  185, 185, 322565.6, -29522.07,         9.658173,         0.257231,        37.546710,       -13.981145,         0.554493,       -25.214273,        -4.553504,         0.280705,       -16.221669,        22.650969,         0.625404,        36.218135,        -0.639871,         0.032426,       -19.733060,       233.000000,       409.312346,         0.387901,         0.209057
  186, 186, 293318.13, -17312.06,         4.281120,         0.304864,        14.042717,        10.125386,         0.667739,        15.163678,        -1.210272,         0.205891,        -5.878231,        -7.528391,         0.827712,        -9.095428,         0.169273,         0.056909,         2.974429,       166.000000,        97.630249,         0.506626,         0.161444
  187, 187, 315646.55, -31303.34,         8.290354,         0.290411,        28.546998,        -8.108309,         0.668394,       -12.131037,        -1.312277,         0.238201,        -5.509125,        18.966631,         0.891320,        21.279253,        -0.880292,         0.043176,       -20.388277,       259.000000,       269.133315,         0.305987,         0.128301
  188, 188, 304719.13, -27487.57,         4.691417,         0.281410,        16.671132,         4.696479,         0.636365,         7.380171,        -0.540877,         0.183657,        -2.945037,        -3.704608,         0.839862,        -4.410971,         0.087972,         0.048668,         1.807587,       151.000000,       167.850960,         0.258157,         0.150887
  189, 189, 321954.36, -32546,         8.938804,         0.242753,        36.822673,        -8.917423,         0.514418,       -17.334970,        -3.904538,         0.271320,       -14.390903,        16.486334,         0.537529,        30.670580,        -0.584277,         0.026901,       -21.719329,       270.000000,       226.718219,         0.394668,         0.102181
  190, 190, 311343.05, -41967,         5.119805,         0.251245,        20.377766,        -0.813288,         0.534153,        -1.522574,        -0.285520,         0.193657,        -1.474362,        -0.028946,         0.961027,        -0.030120,         0.225709,         0.043897,         5.141781,       474.000000,       237.562988,         0.374265,         0.098036
  191, 191, 318030.71, -27812.93,         8.485094,         0.295578,        28.706832,       -11.272997,         0.687267,       -16.402644,        -2.519859,         0.259306,        -9.717711,        26.107542,         0.959476,        27.210208,        -0.820967,         0.041279,       -19.888267,       139.000000,       226.588572,         0.322329,         0.120192
  192, 192, 315373.57, -24947.11,         7.128647,         0.269479,        26.453485,        -6.100356,         0.642856,        -9.489461,        -1.615467,         0.215429,        -7.498824,        22.604934,         1.058297,        21.359725,        -0.715454,         0.043753,       -16.352013,       213.000000,       232.095527,         0.274040,         0.123885
  193, 193, 308034.74, -32419.4,         5.662978,         0.240404,        23.556050,         0.988239,         0.543227,         1.819202,        -0.549912,         0.164401,        -3.344941,        -0.170750,         0.849115,        -0.201092,        -0.104566,         0.043070,        -2.427833,       195.000000,       210.442901,         0.256581,         0.129929
  194, 194, 314330.79, -21499.59,         6.230904,         0.268693,        23.189658,        -2.991893,         0.669999,        -4.465517,        -0.913253,         0.204680,        -4.461863,        19.052463,         1.190735,        16.000597,        -0.601787,         0.047132,       -12.768014,       195.000000,       210.011376,         0.215909,         0.214401
  195, 195, 313503.88, -27427.64,         6.898120,         0.269226,        25.622008,        -4.197005,         0.645624,        -6.500696,        -1.026676,         0.206633,        -4.968593,        17.898514,         1.046410,        17.104688,        -0.693508,         0.045955,       -15.090935,       114.000000,       181.456164,         0.213435,         0.254477
  196, 196, 311593.95, -29691.66,         6.816261,         0.256203,        26.604876,        -3.172986,         0.616143,        -5.149757,        -0.626095,         0.179831,        -3.481583,        12.675090,         1.007095,        12.585789,        -0.618918,         0.046592,       -13.283818,        89.000000,       185.548366,         0.204559,         0.128337
  197, 197, 320162.13, -24446.09,         8.451295,         0.252537,        33.465583,       -15.109710,         0.563545,       -26.811875,        -2.786519,         0.227486,       -12.249200,        34.306096,         0.995294,        34.468291,        -0.805452,         0.038619,       -20.856149,        95.000000,       235.072832,         0.351256,         0.069904
  198, 198, 321749.08, -23511,         8.257076,         0.234388,        35.228188,       -14.243421,         0.467708,       -30.453641,        -2.800421,         0.216509,       -12.934409,        33.742529,         0.849294,        39.730084,        -0.768091,         0.037009,       -20.754173,       116.000000,       215.611514,         0.380070,         0.157034
  199, 199, 302066.12, -24471.58,         4.089720,         0.325242,        12.574407,         7.168418,         0.741472,         9.667824,        -0.430913,         0.213803,        -2.015466,        -5.154608,         0.913295,        -5.643968,         0.174705,         0.055979,         3.120920,        82.000000,       157.421188,         0.290601,         0.226237
